40,40
24,24
9,5
6,7,8,11,12,13
00,01,03,03,03,03,02,03,03,03,02,03,02,03,03,03,03,03,01,04,00,01,03,03,03,03,02,03,03,03,02,03,02,03,03,03,03,03,01,04
05,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,08,09,05,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,08,09
05,11,11,11,11,11,07,11,11,11,11,11,11,11,07,11,11,11,11,09,05,11,11,11,11,11,07,11,11,11,11,11,11,11,07,11,11,11,11,09
05,11,11,11,11,11,11,11,40,41,42,42,43,44,11,11,11,11,11,09,05,11,11,11,11,11,11,11,40,41,42,42,43,44,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,45,11,11,11,11,11,11,11,11,11,11,11,11,49,11,11,09,05,11,11,45,11,11,11,11,11,11,11,11,11,11,11,11,49,11,11,09
05,11,11,46,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,46,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,47,11,11,11,11,11,11,07,11,11,11,11,11,11,11,11,09,05,11,11,47,11,11,11,11,11,11,07,11,11,11,11,11,11,11,11,09
05,11,11,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,35,39,11,11,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,07,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,20,24,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,08,11,11,11,11,11,11,11,20,21,22,23,24,11,12,11,11,09,05,11,08,11,11,11,11,11,11,11,20,21,22,23,24,11,12,11,11,09
05,11,11,11,11,11,11,11,11,11,25,26,27,28,29,11,11,11,13,09,05,11,11,11,11,11,11,11,11,11,25,26,27,28,29,11,11,11,13,09
05,11,11,11,11,11,11,11,11,11,30,31,32,33,34,11,11,11,11,09,05,11,11,11,11,11,11,11,11,11,30,31,32,33,34,11,11,11,11,09
05,11,11,11,11,11,12,06,11,11,35,36,37,38,39,11,11,11,11,09,05,11,11,11,11,11,12,06,11,11,35,36,37,38,39,11,11,11,11,09
05,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,11,11,11,11,13,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,09,05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,09
15,18,18,18,17,18,18,18,18,18,18,18,18,24,11,11,20,16,18,19,15,18,18,18,17,18,18,18,18,18,24,11,11,20,18,18,18,16,18,19
00,01,03,03,03,03,02,03,03,03,02,03,02,39,11,11,35,03,01,04,00,01,03,03,03,03,02,03,03,03,39,11,11,35,03,03,03,03,01,04
05,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,08,09,05,06,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,08,09
05,11,11,11,11,11,07,11,11,11,11,11,11,11,07,11,11,11,11,09,05,11,11,11,11,11,07,11,11,11,11,11,11,11,07,11,11,11,11,09
05,11,11,11,11,11,11,11,40,41,42,42,43,44,11,11,11,11,11,09,05,11,11,11,11,11,11,11,40,41,42,42,43,44,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,45,11,11,11,11,11,11,11,11,11,11,11,11,49,11,11,09,05,11,11,45,11,11,11,11,11,11,11,11,11,11,11,11,49,11,11,09
05,11,11,46,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,46,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
05,11,11,47,11,11,11,11,11,11,07,11,11,11,11,11,11,11,11,09,05,11,11,47,11,11,11,11,11,11,07,11,11,11,11,11,11,11,11,09
05,11,11,48,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,48,40,41,42,42,43,44,11,11,11,11,11,11,11,11,11,09
05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09,05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,09
